//Id   ClassCode   Group   ReqPoints   MaxLevel   Direction   ReqSkill1   ReqSkill2   Skill   DefValue   
60   2           1       1           20         3           389         0           391     5.000000   
68   0           0       0           0          0           0           0           0       0.000000   
64   2           1       1           20         0           391         0           393     1.200000   
65   2           1       1           20         0           390         0           394     1.200000   
67   0           1       10          10         0           0           0           631     1.810000   
69   0           1       10          10         0           0           0           642     1.200000   
73   2           2       1           20         0           0           0           347     818.000000 
77   2           2       1           20         3           0           0           397     5.000000   
78   2           2       1           20         3           0           0           398     8.000000   
79   2           2       1           20         3           0           0           399     8.000000   
81   2           2       1           10         0           397         0           400     1.000000   
82   2           2       1           20         0           398         0           401     11.000000  
83   2           2       1           20         0           399         0           402     12.000000  
85   2           2       1           20         3           0           0           403     1.810000   
86   2           2       1           20         0           0           0           357     7.220000   
87   2           2       1           20         0           0           0           358     9.000000   
88   2           2       1           20         3           0           0           359     43.000000  
89   2           2       1           20         3           403         0           404     8.000000   
90   2           2       1           20         3           0           0           405     5.000000   
92   2           2       1           20         0           359         0           362     43.000000  
93   2           2       1           20         0           404         0           406     1.810000   
94   2           2       1           20         0           405         0           407     6.000000   
96   2           2       1           20         3           0           0           366     1.000000   
97   2           2       1           20         0           0           0           367     1.000000   
98   2           2       1           20         3           0           0           368     1.000000   
99   2           2       1           20         4           0           0           628     5.000000   
100  2           2       1           20         0           366         0           369     1.000000   
102  2           2       1           20         0           368         0           372     1.000000   
104  2           2       1           20         3           0           0           370     1.000000   
1    4           0       1           20         4           0           0           300     12.040000  
4    4           0       1           20         0           0           0           301     614.000000 
6    4           0       1           20         3           0           0           302     511.000000 
7    4           0       1           20         3           0           0           303     1.810000   
8    4           0       1           20         3           0           0           304     1.200000   
9    4           0       1           20         4           300         0           305     12.040000  
10   4           0       1           20         0           302         0           306     1.200000   
11   4           0       1           20         3           303         0           307     1.200000   
12   4           0       1           20         3           304         0           308     1.200000   
14   4           0       1           20         3           0           0           309     60.000000  
15   4           0       1           20         0           307         0           310     1.200000   
16   4           0       1           20         0           308         0           311     1.200000   
17   4           0       1           20         0           305         0           312     12.040000  
18   4           0       1           20         0           309         0           313     1.200000   
23   4           0       1           20         1           0           0           315     6.000000   
24   4           0       1           20         0           315         0           316     1.000000   
25   4           0       1           20         0           0           0           317     12.000000  
26   4           0       1           20         0           0           0           318     12.000000  
27   4           0       1           20         0           0           0           319     12.000000  
28   4           0       1           20         0           0           0           320     12.000000  
30   4           0       1           20         3           0           0           410     12.000000  
34   4           0       1           20         0           410         0           412     12.000000  
37   4           1       1           20         0           0           0           325     511.000000 
41   4           1       1           20         0           0           0           413     5.020000   
43   4           1       1           20         3           0           0           414     6.000000   
44   4           1       1           20         3           0           0           415     60.000000  
45   4           1       1           20         0           0           0           416     6.000000   
46   4           1       1           20         4           0           0           417     5.020000   
47   4           1       10          10         0           414         0           418     -1.000000  
48   4           1       1           20         0           415         0           419     60.000000  
49   4           1       1           20         3           0           0           420     5.020000   
51   4           1       1           20         0           0           0           421     5.000000   
52   4           1       1           20         3           0           0           334     102.000000 
53   4           1       1           20         0           420         0           422     5.020000   
54   4           1       1           20         0           417         0           423     5.020000   
55   4           1       1           20         0           0           0           424     5.000000   
56   4           1       1           20         3           334         0           338     102.000000 
58   0           0       0           0          0           0           0           0       0.000000   
59   4           1       1           20         3           0           0           411     5.000000   
60   4           1       1           20         0           338         0           341     27.000000  
61   0           0       0           0          0           0           0           0       0.000000   
63   4           1       1           20         0           411         0           431     1.020000   
64   4           1       1           20         0           0           0           428     60.000000  
65   0           0       0           0          0           0           0           0       0.000000   
66   0           0       0           0          0           0           0           0       0.000000   
67   0           0       0           0          0           0           0           0       0.000000   
68   0           0       0           0          0           0           0           0       0.000000   
70   0           0       0           0          0           0           0           0       0.000000   
71   0           0       0           0          0           0           0           0       0.000000   
73   4           2       1           20         0           0           0           347     818.000000 
77   4           2       1           20         3           0           0           435     6.000000   
78   4           2       1           20         3           0           0           436     6.000000   
79   4           2       1           20         3           0           0           437     8.000000   
81   4           2       1           10         0           435         0           438     1.000000   
82   4           2       1           20         0           436         0           439     11.000000  
83   4           2       1           20         0           437         0           440     18.000000  
86   4           2       1           20         0           0           0           357     7.220000   
87   4           2       1           20         0           0           0           358     9.000000   
88   4           2       1           20         3           0           0           359     43.000000  
89   4           2       1           20         0           0           0           441     1.200000   
90   4           2       1           20         3           0           0           442     5.000000   
92   4           2       1           20         0           359         0           362     43.000000  
94   4           2       1           20         0           442         0           443     6.000000   
96   4           2       1           20         3           0           0           366     1.000000   
97   4           2       1           20         0           0           0           367     1.000000   
98   4           2       1           20         3           0           0           368     1.000000   
99   4           2       1           20         4           0           0           628     1.000000   
100  4           2       1           20         0           366         0           369     5.000000   
102  4           2       1           20         0           368         0           372     1.000000   
104  4           2       1           20         3           0           0           370     1.000000   
1    8           0       1           20         4           0           0           300     12.040000  
4    8           0       1           20         0           0           0           301     614.000000 
6    8           0       1           20         3           0           0           302     511.000000 
7    8           0       1           20         3           0           0           303     1.810000   
8    8           0       1           20         3           0           0           304     1.200000   
9    8           0       1           20         4           300         0           305     12.040000  
10   8           0       1           20         0           302         0           306     1.200000   
11   8           0       1           20         3           303         0           307     1.200000   
12   8           0       1           20         3           304         0           308     1.200000   
14   8           0       1           20         3           0           0           309     60.000000  
15   8           0       1           20         0           307         0           310     1.200000   
16   8           0       1           20         0           308         0           311     1.200000   
17   8           0       1           20         0           305         0           312     12.040000  
18   8           0       1           20         0           309         0           313     1.200000   
23   8           0       1           20         1           0           0           315     6.000000   
24   8           0       1           20         0           315         0           316     1.000000   
25   8           0       1           20         0           0           0           317     12.000000  
26   8           0       1           20         0           0           0           318     12.000000  
27   8           0       1           20         0           0           0           319     12.000000  
28   8           0       1           20         0           0           0           320     12.000000  
30   8           0       1           20         3           0           0           446     12.000000  
34   8           0       1           20         0           446         0           447     12.000000  
37   8           1       1           20         0           0           0           325     511.000000 
41   8           1       1           20         3           0           0           448     6.000000   
42   8           1       1           20         3           0           0           449     6.000000   
43   8           1       1           20         3           0           0           450     6.000000   
45   8           1       1           20         0           448         0           451     1.810000   
46   8           1       1           20         0           449         0           452     1.200000   
47   8           1       1           20         0           450         0           453     1.810000   
48   8           1       1           20         0           0           0           454     1.200000   
49   8           1       1           20         0           0           0           455     5.000000   
50   8           1       1           20         0           0           0           456     5.000000   
52   8           1       1           20         3           0           0           334     102.000000 
53   8           1       1           20         0           0           0           457     5.000000   
55   8           1       1           20         4           0           0           458     5.000000   
56   8           1       1           20         3           334         0           338     102.000000 
58   8           1       1           20         4           0           0           460     6.000000   
60   8           1       1           20         0           338         0           341     27.000000  
61   8           1       1           20         7           0           0           459     6.000000   
63   8           1       1           20         0           458         0           462     12.000000  
66   0           0       0           0          0           0           0           0       0.000000   
70   8           1       1           20         0           461         0           463     1.810000   
73   8           2       1           20         0           0           0           347     818.000000 
77   8           2       1           20         3           0           0           465     5.000000   
78   8           2       1           20         3           0           0           466     6.000000   
81   8           2       1           20         0           465         0           467     11.000000  
82   8           2       1           10         0           466         0           468     1.000000   
85   8           2       1           20         3           0           0           469     1.810000   
86   8           2       1           20         0           0           0           357     7.220000   
87   8           2       1           20         0           0           0           358     9.000000   
88   8           2       1           20         3           0           0           359     43.000000  
89   8           2       1           20         3           469         0           470     1.810000   
90   8           2       1           20         3           0           0           471     5.000000   
92   8           2       1           20         0           359         0           362     43.000000  
93   8           2       1           20         0           470         0           472     8.000000   
94   8           2       1           20         0           471         0           473     6.000000   
96   8           2       1           20         3           0           0           366     1.000000   
97   8           2       1           20         0           0           0           367     1.000000   
98   8           2       1           20         3           0           0           368     1.000000   
99   8           2       1           20         4           0           0           628     5.000000   
100  8           2       1           20         0           366         0           369     1.000000   
102  8           2       1           20         0           368         0           372     1.000000   
104  8           2       1           20         3           0           0           370     1.000000   
1    16          0       1           20         4           0           0           300     12.040000  
4    16          0       1           20         0           0           0           301     614.000000 
6    16          0       1           20         3           0           0           302     511.000000 
7    16          0       1           20         3           0           0           303     1.810000   
8    16          0       1           20         3           0           0           304     1.200000   
9    16          0       1           20         4           300         0           305     12.040000  
10   16          0       1           20         0           302         0           306     1.200000   
11   16          0       1           20         3           303         0           307     1.200000   
12   16          0       1           20         3           304         0           308     1.200000   
14   16          0       1           20         3           0           0           309     60.000000  
15   16          0       1           20         0           307         0           310     1.200000   
16   16          0       1           20         0           308         0           311     1.200000   
17   16          0       1           20         0           305         0           312     12.040000  
18   16          0       1           20         0           309         0           313     1.200000   
23   16          0       1           20         1           0           0           315     6.000000   
24   16          0       1           20         0           315         0           316     1.000000   
25   16          0       1           20         0           0           0           317     12.000000  
26   16          0       1           20         0           0           0           318     12.000000  
27   16          0       1           20         0           0           0           319     12.000000  
28   16          0       1           20         0           0           0           320     12.000000  
30   16          0       1           20         3           0           0           476     12.000000  
34   16          0       1           20         0           476         0           478     12.000000  
37   16          1       1           20         0           0           0           325     511.000000 
41   16          1       1           20         0           0           0           479     6.000000   
42   16          1       1           20         3           0           0           480     6.000000   
43   16          1       1           20         7           0           0           481     6.000000   
44   16          1       1           20         3           0           0           482     6.000000   
45   16          1       1           20         3           0           0           483     6.000000   
46   16          1       1           20         0           480         0           484     6.000000   
48   16          1       1           20         0           481         482         485     5.000000   
49   16          1       1           20         0           483         0           486     5.000000   
50   16          1       1           20         1           0           0           487     6.000000   
51   16          1       1           20         0           487         0           488     5.000000   
52   16          1       1           20         3           0           0           334     102.000000 
54   16          1       1           20         4           0           0           490     5.000000   
55   16          1       1           20         3           0           0           489     6.000000   
56   16          1       1           20         3           334         0           338     102.000000 
57   16          1       1           20         3           0           0           492     5.000000   
59   16          1       1           20         0           489         0           491     1.200000   
60   16          1       1           20         0           338         0           341     27.000000  
61   16          1       1           20         0           492         0           494     1.810000   
62   16          1       1           20         0           490         0           493     1.810000   
63   16          1       1           20         0           0           0           496     5.000000   
68   0           1       10          10         3           0           0           521     7.240000   
72   0           1       1           10         0           521         0           524     7.333750   
70   0           0       0           0          0           0           0           0       0.000000   
71   0           0       0           0          0           0           0           0       0.000000   
73   16          2       1           20         0           0           0           347     818.000000 
77   16          2       1           20         3           0           0           348     8.000000   
78   16          2       1           20         3           0           0           349     5.000000   
79   16          2       1           20         3           0           0           397     5.000000   
80   16          2       1           20         3           0           0           398     8.000000   
81   16          2       1           20         0           348         0           352     11.000000  
82   16          2       1           10         0           349         0           353     1.000000   
83   16          2       1           10         0           397         0           400     1.000000   
84   16          2       1           20         0           398         0           401     11.000000  
86   16          2       1           20         0           0           0           357     7.220000   
87   16          2       1           20         0           0           0           358     9.000000   
88   16          2       1           20         3           0           0           359     43.000000  
89   16          2       1           20         3           0           0           405     5.000000   
90   16          2       1           20         3           0           0           361     5.000000   
92   16          2       1           20         0           359         0           362     43.000000  
93   16          2       1           20         0           405         0           407     6.000000   
94   16          2       1           20         0           361         0           364     6.000000   
96   16          2       1           20         3           0           0           366     1.000000   
97   16          2       1           20         0           0           0           367     1.000000   
98   16          2       1           20         3           0           0           368     1.000000   
99   16          2       1           20         4           0           0           628     5.000000   
100  16          2       1           20         0           366         0           369     1.000000   
102  16          2       1           20         0           368         0           372     1.000000   
104  16          2       1           20         3           0           0           370     1.000000   
1    32          0       1           20         4           0           0           300     12.040000  
4    32          0       1           20         0           0           0           301     614.000000 
6    32          0       1           20         3           0           0           302     511.000000 
7    32          0       1           20         3           0           0           303     1.810000   
8    32          0       1           20         3           0           0           304     1.200000   
9    32          0       1           20         4           300         0           305     12.040000  
10   32          0       1           20         0           302         0           306     1.200000   
11   32          0       1           20         3           303         0           307     1.200000   
12   32          0       1           20         3           304         0           308     1.200000   
14   32          0       1           20         3           0           0           309     60.000000  
15   32          0       1           20         0           307         0           310     1.200000   
16   32          0       1           20         0           308         0           311     1.200000   
17   32          0       1           20         0           305         0           312     12.040000  
18   32          0       1           20         0           309         0           313     1.200000   
23   32          0       1           20         1           0           0           315     6.000000   
24   32          0       1           20         0           315         0           316     1.000000   
25   32          0       1           20         0           0           0           317     12.000000  
26   32          0       1           20         0           0           0           318     12.000000  
27   32          0       1           20         0           0           0           319     12.000000  
28   32          0       1           20         0           0           0           320     12.000000  
30   32          0       1           20         3           0           0           505     12.000000  
31   32          0       1           20         0           0           0           506     12.000000  
32   32          0       1           20         3           0           0           623     1.000000   
33   32          0       1           20         0           0           0           627     1.200000   
34   32          0       1           20         0           505         0           507     12.000000  
35   32          0       1           20         0           0           0           626     33.000000  
36   32          0       1           20         0           623         0           625     1.000000   
37   32          1       1           20         0           0           0           325     511.000000 
41   32          1       1           20         4           0           0           508     6.000000   
42   32          1       1           20         0           0           0           509     8.000000   
43   32          1       1           20         3           0           0           510     12.000000  
46   32          1       1           20         3           0           0           511     6.000000   
47   32          1       1           20         3           510         0           512     5.000000   
48   32          1       1           20         0           0           0           513     5.000000   
49   32          1       1           20         0           508         0           514     1.200000   
50   32          1       1           20         3           511         0           515     8.000000   
51   32          1       1           20         0           512         0           516     1.200000   
52   32          1       1           20         3           0           0           334     102.000000 
54   32          1       1           20         4           515         0           517     1.810000   
55   32          1       1           20         3           0           0           518     5.000000   
56   32          1       1           20         3           334         0           338     102.000000 
57   32          1       1           20         0           0           0           519     6.000000   
59   32          1       1           20         0           518         0           520     11.000000  
60   32          1       1           20         0           338         0           341     27.000000  
62   32          1       1           20         0           517         0           522     1.200000   
63   32          1       1           20         0           0           0           523     5.020000   
73   32          2       1           20         0           0           0           347     818.000000 
77   32          2       1           20         3           0           0           526     6.000000   
78   32          2       1           20         3           0           0           527     5.000000   
79   32          2       1           20         3           0           0           528     8.000000   
80   32          2       1           20         3           0           0           529     6.000000   
81   32          2       1           20         3           526         0           530     1.810000   
82   32          2       1           20         0           527         0           531     11.000000  
83   32          2       1           20         0           528         0           532     12.000000  
84   32          2       1           20         0           529         0           533     38.000000  
85   32          2       1           20         0           530         0           534     1.200000   
86   32          2       1           20         0           0           0           357     7.220000   
87   32          2       1           20         0           0           0           358     9.000000   
88   32          2       1           20         3           0           0           359     43.000000  
89   32          2       1           20         3           0           0           538     1.200000   
90   32          2       1           20         0           0           0           535     12.040000  
91   32          2       1           20         3           0           0           361     5.000000   
92   32          2       1           20         0           359         0           362     43.000000  
94   32          2       1           20         0           0           0           536     1.000000   
95   32          2       1           20         0           361         0           364     6.000000   
96   32          2       1           20         3           0           0           366     1.200000   
97   32          2       1           20         0           0           0           367     1.000000   
98   32          2       1           20         0           0           0           368     1.000000   
99   32          2       1           20         4           0           0           628     5.000000   
100  32          2       1           20         0           366         0           369     1.000000   
102  32          2       1           20         0           368         0           372     1.000000   
104  32          2       1           20         3           0           0           370     1.000000   
107  32          2       1           20         0           628         0           629     6.000000   
108  32          2       1           20         0           370         0           371     1.000000   
1    64          0       1           20         4           0           0           578     12.040000  
4    64          0       1           20         0           0           0           579     255.000000 
6    64          0       1           20         3           0           0           580     307.000000 
7    64          0       1           20         3           0           0           581     1.810000   
8    64          0       1           20         3           0           0           582     1.200000   
9    64          0       1           20         4           578         0           583     12.040000  
10   64          0       1           20         0           580         0           584     1.200000   
11   64          0       1           20         3           581         0           585     1.200000   
12   64          0       1           20         3           582         0           586     1.200000   
14   64          0       1           20         3           0           0           587     33.000000  
15   64          0       1           20         0           585         0           588     1.200000   
16   64          0       1           20         0           586         0           589     1.200000   
17   64          0       1           20         0           583         0           590     12.040000  
18   64          0       1           20         0           587         0           591     1.200000   
23   64          0       1           20         1           0           0           593     6.000000   
24   64          0       1           20         0           593         0           594     1.000000   
25   64          0       1           20         0           0           0           595     9.000000   
26   64          0       1           20         0           0           0           596     9.000000   
27   64          0       1           20         0           0           0           597     9.000000   
28   64          0       1           20         0           0           0           598     9.000000   
30   64          0       1           20         3           0           0           549     12.000000  
33   64          0       1           20         0           0           0           627     33.000000  
34   64          0       1           20         0           549         0           550     12.000000  
35   64          0       1           20         0           0           0           626     1.200000   
37   64          1       1           20         0           0           0           599     204.000000 
41   64          1       1           20         3           0           0           551     5.000000   
42   64          1       1           20         3           0           0           552     5.000000   
45   64          1       1           20         0           551         0           554     1.200000   
46   64          1       1           20         0           552         0           555     1.200000   
51   64          1       1           20         3           0           0           600     54.000000  
52   64          1       1           20         0           0           0           557     5.000000   
53   64          1       1           20         4           0           0           558     5.000000   
54   64          1       1           20         4           0           0           559     5.000000   
55   64          1       1           20         3           600         0           601     54.000000  
56   64          1       1           20         3           0           0           560     5.000000   
59   64          1       1           20         0           601         0           602     18.000000  
60   64          1       1           20         0           560         0           561     1.200000   
61   64          1       1           20         0           558         0           562     1.200000   
62   64          1       10          10         0           559         0           563     -1.000000  
63   64          1       1           20         3           0           0           564     5.000000   
66   0           0       0           0          0           0           0           0       0.000000   
67   64          1       1           20         0           564         0           566     1.000000   
70   0           0       0           0          0           0           0           0       0.000000   
73   64          2       1           20         0           0           0           603     327.000000 
77   64          2       1           20         3           0           0           568     5.000000   
78   64          2       1           20         3           0           0           569     5.000000   
81   64          2       1           10         0           568         0           571     1.200000   
82   64          2       1           20         0           569         0           572     5.000000   
85   64          2       1           20         0           0           0           573     11.000000  
86   64          2       1           20         0           0           0           604     7.220000   
87   64          2       1           20         0           0           0           605     9.000000   
88   64          2       1           20         3           0           0           606     43.000000  
90   64          2       1           20         3           0           0           607     5.000000   
92   64          2       1           20         0           606         0           608     43.000000  
94   64          2       1           20         0           607         0           609     6.000000   
96   64          2       1           20         3           0           0           610     1.000000   
98   64          2       1           20         0           0           0           611     1.000000   
99   64          2       1           20         3           0           0           612     1.000000   
100  64          2       1           20         0           610         0           613     1.000000   
102  64          2       1           20         3           0           0           614     1.000000   
103  64          2       1           20         0           612         0           616     1.000000   
106  64          2       1           20         1           614         0           615     1.000000   
31   1           0       1           20         0           0           0           624     1.000000   
32   1           0       1           20         3           0           0           623     1.000000   
33   1           0       1           20         0           0           0           627     1.200000   
35   1           0       1           20         0           0           0           626     33.000000  
36   1           0       1           20         0           623         0           625     1.000000   
107  64          2       1           20         0           615         0           617     1.000000   
68   0           0       0           0          0           0           0           0       0.000000   
72   0           0       0           0          0           0           0           0       0.000000   
108  1           2       1           20         0           370         0           371     1.000000   
107  1           2       1           20         0           628         0           629     6.000000   
32   2           0       1           20         3           0           0           623     1.000000   
33   2           0       1           20         0           0           0           627     1.200000   
35   2           0       1           20         0           0           0           626     33.000000  
36   2           0       1           20         0           0           0           625     1.000000   
107  2           2       1           20         0           628         0           629     6.000000   
108  2           2       1           20         0           370         0           371     1.000000   
107  4           2       1           20         0           628         0           629     6.000000   
108  4           2       1           20         0           370         0           371     1.000000   
32   4           0       1           20         3           0           0           623     1.000000   
33   4           0       1           20         0           0           0           627     1.200000   
35   4           0       1           20         0           0           0           626     33.000000  
36   4           0       1           20         0           0           0           625     1.000000   
33   8           0       1           20         0           0           0           627     1.200000   
35   8           0       1           20         0           0           0           626     33.000000  
107  8           2       1           20         0           628         0           629     6.000000   
108  8           2       1           20         0           370         0           371     1.000000   
31   16          0       1           20         0           0           0           624     1.000000   
32   16          0       1           20         3           0           0           623     1.000000   
33   16          0       1           20         0           0           0           627     1.200000   
35   16          0       1           20         0           0           0           626     33.000000  
36   16          0       1           20         0           623         0           625     1.000000   
107  16          2       1           20         0           628         0           629     6.000000   
108  16          2       1           20         0           370         0           371     1.000000   
66   8           1       1           10         3           0           0           461     1.810000   
0    0           0       0           0          0           0           0           0       0.000000   
end
